"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"4933407L21Rik",0.270811569981268,-2.031468332769,0,0.053,1
"Armc9",0.270811569981268,-2.96537946072607,0,0.053,1
"Cops7b",0.270811569981268,-2.05216232833262,0,0.053,1
"Nppc",0.270811569981268,-2.05068008126523,0,0.053,1
"Sag",0.270811569981268,-2.25955746550058,0,0.053,1
"Dnajb3",0.270811569981268,-1.99526773461788,0,0.053,1
"Sh3bp4",0.270811569981268,-2.12859733495783,0,0.053,1
"Traf3ip1",0.270811569981268,-1.99526773461788,0,0.053,1
"Gm26720",0.270811569981268,-1.99526773461788,0,0.053,1
"Ankmy1",0.270811569981268,-2.0502571215198,0,0.053,1
"5033417F24Rik",0.270811569981268,-2.0502571215198,0,0.053,1
"Gm28535",0.270811569981268,-1.88580312896472,0,0.053,1
"Ppp1r7",0.270811569981268,-1.95075545907898,0,0.053,1
"Ing5",0.270811569981268,-2.00435014987628,0,0.053,1
"Kdsr",0.270811569981268,-2.0502571215198,0,0.053,1
"Inhbb",0.270811569981268,-2.77834001420053,0,0.053,1
"Ralb",0.270811569981268,-2.13353412871759,0,0.053,1
"3830432H09Rik",0.270811569981268,-2.47125610309741,0,0.053,1
"Tmem163",0.270811569981268,-2.25955746550058,0,0.053,1
"Rab3gap1",0.270811569981268,-4.00898348408165,0,0.053,1
"Gm28800",0.270811569981268,-2.13353412871759,0,0.053,1
"Pfkfb2",0.270811569981268,-2.11351332742359,0,0.053,1
"Dyrk3",0.270811569981268,-2.05216232833262,0,0.053,1
"Mfsd4a",0.270811569981268,-2.00435014987628,0,0.053,1
"Lemd1",0.270811569981268,-1.95075545907898,0,0.053,1
"Klhdc8a",0.270811569981268,-2.05068008126523,0,0.053,1
"Nuak2",0.270811569981268,-1.95075545907898,0,0.053,1
"Tmem9",0.270811569981268,-2.8933724682766,0,0.053,1
"A430106G13Rik",0.270811569981268,-2.96537946072607,0,0.053,1
"B3galt2",0.270811569981268,-2.96537946072607,0,0.053,1
"Edem3",0.270811569981268,-3.1223190691952,0,0.053,1
"Rgl1",0.270811569981268,-2.96537946072607,0,0.053,1
"Gm28513",0.270811569981268,-2.05068008126523,0,0.053,1
"Tor1aip2",0.270811569981268,-1.99526773461788,0,0.053,1
"Soat1",0.270811569981268,-2.25955746550058,0,0.053,1
"Abl2",0.270811569981268,-2.77834001420053,0,0.053,1
"Gorab",0.270811569981268,-1.96528815061152,0,0.053,1
"Mettl18",0.270811569981268,-1.88580312896472,0,0.053,1
"Ccdc181",0.270811569981268,-2.0502571215198,0,0.053,1
"Fam78b",0.270811569981268,-1.88580312896472,0,0.053,1
"Gm20045",0.270811569981268,-3.5049155685909,0,0.053,1
"Nectin4",0.270811569981268,-2.12859733495783,0,0.053,1
"Tstd1",0.270811569981268,-2.96537946072607,0,0.053,1
"Gm37065",0.270811569981268,-1.99526773461788,0,0.053,1
"Ncstn",0.270811569981268,-2.05216232833262,0,0.053,1
"Pigm",0.270811569981268,-1.95075545907898,0,0.053,1
"Ifi203",0.270811569981268,-2.0502571215198,0,0.053,1
"Rgs7",0.270811569981268,-1.88580312896472,0,0.053,1
"Exo1",0.270811569981268,-1.88580312896472,0,0.053,1
"Gm26801",0.270811569981268,-2.13353412871759,0,0.053,1
"Desi2",0.270811569981268,-2.0502571215198,0,0.053,1
"B230369F24Rik",0.270811569981268,-2.96537946072607,0,0.053,1
"Efcab2",0.270811569981268,-2.12859733495783,0,0.053,1
"Kif26b",0.270811569981268,-2.2207325118744,0,0.053,1
"Tfb2m",0.270811569981268,-2.12859733495783,0,0.053,1
"Cnih3",0.270811569981268,-1.96528815061152,0,0.053,1
"Susd4",0.270811569981268,-1.96528815061152,0,0.053,1
"Taf1a",0.270811569981268,-2.97072246473744,0,0.053,1
"Rab3gap2",0.270811569981268,-2.05216232833262,0,0.053,1
"Slc30a10",0.270811569981268,-2.25955746550058,0,0.053,1
"Tgfb2",0.270811569981268,-2.0502571215198,0,0.053,1
"Rrp15",0.270811569981268,-1.88580312896472,0,0.053,1
"Prox1os",0.270811569981268,-4.19154996960631,0,0.053,1
"Flvcr1",0.270811569981268,-2.47373547578502,0,0.053,1
"Tatdn3",0.270811569981268,-2.11351332742359,0,0.053,1
"Gm26670",0.270811569981268,-2.47125610309741,0,0.053,1
"Cr1l",0.270811569981268,-2.05216232833262,0,0.053,1
"Phyh",0.270811569981268,-1.96528815061152,0,0.053,1
"Itga8",0.270811569981268,-2.05068008126523,0,0.053,1
"Otud1",0.270811569981268,-2.19457195479176,0,0.053,1
"Gm13375",0.270811569981268,-2.2207325118744,0,0.053,1
"Hnmt",0.270811569981268,-2.12859733495783,0,0.053,1
"Ndor1",0.270811569981268,-2.031468332769,0,0.053,1
"Tprn",0.270811569981268,-2.80070447993764,0,0.053,1
"Gm13563",0.270811569981268,-2.47373547578502,0,0.053,1
"Inpp5e",0.270811569981268,-2.13353412871759,0,0.053,1
"Surf6",0.270811569981268,-2.47125610309741,0,0.053,1
"Rxra",0.270811569981268,-2.19457195479176,0,0.053,1
"Gtf3c5",0.270811569981268,-2.11351332742359,0,0.053,1
"Ntng2",0.270811569981268,-2.031468332769,0,0.053,1
"Trub2",0.270811569981268,-2.00435014987628,0,0.053,1
"Cercam",0.270811569981268,-2.0502571215198,0,0.053,1
"Pkn3",0.270811569981268,-2.47125610309741,0,0.053,1
"Endog",0.270811569981268,-1.95075545907898,0,0.053,1
"1700084E18Rik",0.270811569981268,-2.0502571215198,0,0.053,1
"Lrrc8a",0.270811569981268,-2.031468332769,0,0.053,1
"Miga2",0.270811569981268,-2.05068008126523,0,0.053,1
"Asb6",0.270811569981268,-2.12859733495783,0,0.053,1
"Prrx2",0.270811569981268,-1.95075545907898,0,0.053,1
"Tor1b",0.270811569981268,-2.19457195479176,0,0.053,1
"Nup214",0.270811569981268,-2.11351332742359,0,0.053,1
"Plpp7",0.270811569981268,-2.12859733495783,0,0.053,1
"Pomt1",0.270811569981268,-1.96528815061152,0,0.053,1
"Ak1",0.270811569981268,-2.0502571215198,0,0.053,1
"Garnl3",0.270811569981268,-3.29187086103118,0,0.053,1
"Rabepk",0.270811569981268,-1.95075545907898,0,0.053,1
"Cntrl",0.270811569981268,-2.12859733495783,0,0.053,1
"Gm13431",0.270811569981268,-2.11351332742359,0,0.053,1
"Gpr21",0.270811569981268,-3.8384301173507,0,0.053,1
"Lypd6",0.270811569981268,-2.05216232833262,0,0.053,1
"Ccdc148",0.270811569981268,-2.11351332742359,0,0.053,1
"Tanc1",0.270811569981268,-2.0502571215198,0,0.053,1
"Gm13572",0.270811569981268,-2.2207325118744,0,0.053,1
"Rbms1",0.270811569981268,-2.2207325118744,0,0.053,1
"Slc4a10",0.270811569981268,-1.96528815061152,0,0.053,1
"Grb14",0.270811569981268,-1.96528815061152,0,0.053,1
"B3galt1",0.270811569981268,-2.00435014987628,0,0.053,1
"Phospho2",0.270811569981268,-1.95075545907898,0,0.053,1
"Mettl5",0.270811569981268,-1.88580312896472,0,0.053,1
"Sp5",0.270811569981268,-1.88580312896472,0,0.053,1
"Gpr155",0.270811569981268,-2.12859733495783,0,0.053,1
"2600014E21Rik",0.270811569981268,-3.55259328532464,0,0.053,1
"Fkbp7",0.270811569981268,-1.95075545907898,0,0.053,1
"Ttn",0.270811569981268,-2.8012072968146,0,0.053,1
"Nup35",0.270811569981268,-2.05068008126523,0,0.053,1
"Gm19426",0.270811569981268,-2.19457195479176,0,0.053,1
"Tnks1bp1",0.270811569981268,-2.2207325118744,0,0.053,1
"Lrrc55",0.270811569981268,-2.00435014987628,0,0.053,1
"A330069E16Rik",0.270811569981268,-1.88580312896472,0,0.053,1
"Zfp408",0.270811569981268,-1.96528815061152,0,0.053,1
"Harbi1",0.270811569981268,-2.12859733495783,0,0.053,1
"Syt13",0.270811569981268,-2.00435014987628,0,0.053,1
"Ext2",0.270811569981268,-2.05068008126523,0,0.053,1
"Accs",0.270811569981268,-2.25955746550058,0,0.053,1
"Slc1a2",0.270811569981268,-2.80070447993764,0,0.053,1
"Apip",0.270811569981268,-1.95075545907898,0,0.053,1
"4931422A03Rik",0.270811569981268,-1.88580312896472,0,0.053,1
"Depdc7",0.270811569981268,-2.11351332742359,0,0.053,1
"Immp1l",0.270811569981268,-2.12859733495783,0,0.053,1
"Dnajc24",0.270811569981268,-2.11351332742359,0,0.053,1
"Mettl15",0.270811569981268,-2.25955746550058,0,0.053,1
"Ryr3",0.270811569981268,-2.031468332769,0,0.053,1
"2700033N17Rik",0.270811569981268,-2.031468332769,0,0.053,1
"Inafm2",0.270811569981268,-2.0502571215198,0,0.053,1
"Disp2",0.270811569981268,-2.11351332742359,0,0.053,1
"Bahd1",0.270811569981268,-2.00435014987628,0,0.053,1
"Rpusd2",0.270811569981268,-1.96528815061152,0,0.053,1
"Rpap1",0.270811569981268,-2.05216232833262,0,0.053,1
"Mapkbp1",0.270811569981268,-2.0502571215198,0,0.053,1
"Zscan29",0.270811569981268,-2.11351332742359,0,0.053,1
"Serinc4",0.270811569981268,-2.13353412871759,0,0.053,1
"Wdr76",0.270811569981268,-1.96528815061152,0,0.053,1
"Fbn1",0.270811569981268,-2.2207325118744,0,0.053,1
"Galk2",0.270811569981268,-2.25955746550058,0,0.053,1
"Itpripl1",0.270811569981268,-2.47373547578502,0,0.053,1
"1810024B03Rik",0.270811569981268,-2.8012072968146,0,0.053,1
"Stard7",0.270811569981268,-2.12859733495783,0,0.053,1
"Kcnip3",0.270811569981268,-2.25955746550058,0,0.053,1
"Nphp1",0.270811569981268,-2.031468332769,0,0.053,1
"Polr1b",0.270811569981268,-3.1223190691952,0,0.053,1
"Slc20a1",0.270811569981268,-2.031468332769,0,0.053,1
"Pdyn",0.270811569981268,-2.11351332742359,0,0.053,1
"Ebf4",0.270811569981268,-2.47125610309741,0,0.053,1
"Gfra4",0.270811569981268,-3.04633425894143,0,0.053,1
"Slc23a2",0.270811569981268,-3.1223190691952,0,0.053,1
"1110034G24Rik",0.270811569981268,-2.031468332769,0,0.053,1
"Trmt6",0.270811569981268,-2.11351332742359,0,0.053,1
"Plcb4",0.270811569981268,-3.22174156680125,0,0.053,1
"Slx4ip",0.270811569981268,-1.96528815061152,0,0.053,1
"Ism1",0.270811569981268,-2.05068008126523,0,0.053,1
"Macrod2os2",0.270811569981268,-2.0502571215198,0,0.053,1
"Kif16b",0.270811569981268,-2.2207325118744,0,0.053,1
"Pcsk2",0.270811569981268,-2.2207325118744,0,0.053,1
"Rin2",0.270811569981268,-2.25955746550058,0,0.053,1
"Zfp937",0.270811569981268,-2.12859733495783,0,0.053,1
"Zfp442",0.270811569981268,-1.96528815061152,0,0.053,1
"Apmap",0.270811569981268,-2.05068008126523,0,0.053,1
"Ninl",0.270811569981268,-2.05068008126523,0,0.053,1
"Snph",0.270811569981268,-1.99526773461788,0,0.053,1
"Tmem74b",0.270811569981268,-1.95075545907898,0,0.053,1
"Nol4l",0.270811569981268,-2.77834001420053,0,0.053,1
"Zfp341",0.270811569981268,-2.05216232833262,0,0.053,1
"Ahcy",0.270811569981268,-1.96528815061152,0,0.053,1
"Acss2",0.270811569981268,-2.0502571215198,0,0.053,1
"Gss",0.270811569981268,-2.19457195479176,0,0.053,1
"Tgif2",0.270811569981268,-1.96528815061152,0,0.053,1
"Soga1",0.270811569981268,-2.19457195479176,0,0.053,1
"Vstm2l",0.270811569981268,-2.2207325118744,0,0.053,1
"Actr5",0.270811569981268,-2.25955746550058,0,0.053,1
"Gm45447",0.270811569981268,-1.95075545907898,0,0.053,1
"Rims4",0.270811569981268,-2.05068008126523,0,0.053,1
"Snx21",0.270811569981268,-1.96528815061152,0,0.053,1
"Zfp334",0.270811569981268,-2.05068008126523,0,0.053,1
"Trp53rkb",0.270811569981268,-2.00435014987628,0,0.053,1
"Kcnb1",0.270811569981268,-2.11351332742359,0,0.053,1
"B4galt5",0.270811569981268,-2.12859733495783,0,0.053,1
"Tmem189",0.270811569981268,-2.25955746550058,0,0.053,1
"Sall4",0.270811569981268,-2.25955746550058,0,0.053,1
"Zfp64",0.270811569981268,-2.80070447993764,0,0.053,1
"Tshz2",0.270811569981268,-3.1223190691952,0,0.053,1
"Npepl1",0.270811569981268,-2.96537946072607,0,0.053,1
"Nespas",0.270811569981268,-2.80296918074115,0,0.053,1
"Nelfcd",0.270811569981268,-2.2207325118744,0,0.053,1
"Gm14443",0.270811569981268,-2.11351332742359,0,0.053,1
"Gm14418",0.270811569981268,-1.96528815061152,0,0.053,1
"Zfp971",0.270811569981268,-2.05068008126523,0,0.053,1
"Zfp931",0.270811569981268,-2.05068008126523,0,0.053,1
"Lama5",0.270811569981268,-2.25955746550058,0,0.053,1
"Col9a3",0.270811569981268,-2.2207325118744,0,0.053,1
"Nkain4",0.270811569981268,-2.12859733495783,0,0.053,1
"Zgpat",0.270811569981268,-1.88580312896472,0,0.053,1
"Rgs19",0.270811569981268,-2.19457195479176,0,0.053,1
"Shroom4",0.270811569981268,-2.47125610309741,0,0.053,1
"Clcn5",0.270811569981268,-2.96537946072607,0,0.053,1
"Ppp1r3f",0.270811569981268,-2.00435014987628,0,0.053,1
"Gpkow",0.270811569981268,-2.031468332769,0,0.053,1
"Ccdc120",0.270811569981268,-3.1223190691952,0,0.053,1
"Tfe3",0.270811569981268,-2.0502571215198,0,0.053,1
"Tbc1d25",0.270811569981268,-2.0502571215198,0,0.053,1
"Gm14862",0.270811569981268,-1.88580312896472,0,0.053,1
"Jade3",0.270811569981268,-1.96528815061152,0,0.053,1
"Zfp182",0.270811569981268,-2.05068008126523,0,0.053,1
"Wdr44",0.270811569981268,-2.05068008126523,0,0.053,1
"Zbtb33",0.270811569981268,-2.05216232833262,0,0.053,1
"C1galt1c1",0.270811569981268,-1.99526773461788,0,0.053,1
"Stag2",0.270811569981268,-2.00435014987628,0,0.053,1
"Dcaf12l1",0.270811569981268,-2.05216232833262,0,0.053,1
"Zdhhc9",0.270811569981268,-2.00435014987628,0,0.053,1
"Gpc4",0.270811569981268,-2.96537946072607,0,0.053,1
"Ints6l",0.270811569981268,-2.8012072968146,0,0.053,1
"Slc9a6",0.270811569981268,-2.47125610309741,0,0.053,1
"Slitrk4",0.270811569981268,-2.12859733495783,0,0.053,1
"Gabra3",0.270811569981268,-1.99526773461788,0,0.053,1
"Xlr3b",0.270811569981268,-1.96528815061152,0,0.053,1
"Atp2b3",0.270811569981268,-2.0502571215198,0,0.053,1
"Slc6a8",0.270811569981268,-2.47125610309741,0,0.053,1
"Abcd1",0.270811569981268,-3.1223190691952,0,0.053,1
"Fam3a",0.270811569981268,-2.05216232833262,0,0.053,1
"Mtcp1",0.270811569981268,-2.19457195479176,0,0.053,1
"Gm26775",0.270811569981268,-2.11351332742359,0,0.053,1
"Tab3",0.270811569981268,-2.12859733495783,0,0.053,1
"Zfx",0.270811569981268,-2.12859733495783,0,0.053,1
"Tmem28",0.270811569981268,-2.05216232833262,0,0.053,1
"Foxo4",0.270811569981268,-2.0502571215198,0,0.053,1
"Nhsl2",0.270811569981268,-2.05068008126523,0,0.053,1
"Slc16a2",0.270811569981268,-1.88580312896472,0,0.053,1
"Rlim",0.270811569981268,-2.47125610309741,0,0.053,1
"Abcb7",0.270811569981268,-3.1223190691952,0,0.053,1
"Pbdc1",0.270811569981268,-2.47373547578502,0,0.053,1
"Magt1",0.270811569981268,-2.60297522637299,0,0.053,1
"Lpar4",0.270811569981268,-2.12859733495783,0,0.053,1
"Rps6ka6",0.270811569981268,-2.47125610309741,0,0.053,1
"Hdx",0.270811569981268,-2.2207325118744,0,0.053,1
"Apool",0.270811569981268,-2.19457195479176,0,0.053,1
"Klhl4",0.270811569981268,-1.99526773461788,0,0.053,1
"Nap1l3",0.270811569981268,-2.00435014987628,0,0.053,1
"Diaph2",0.270811569981268,-1.95075545907898,0,0.053,1
"Drp2",0.270811569981268,-3.8384301173507,0,0.053,1
"Armcx6",0.270811569981268,-2.11351332742359,0,0.053,1
"Zmat1",0.270811569981268,-2.19457195479176,0,0.053,1
"Arxes2",0.270811569981268,-2.12859733495783,0,0.053,1
"Tceal3",0.270811569981268,-2.0502571215198,0,0.053,1
"Plp1",0.270811569981268,-2.73509152828999,0,0.053,1
"Rab9b",0.270811569981268,-2.05216232833262,0,0.053,1
"Tmsb15b2",0.270811569981268,-2.00435014987628,0,0.053,1
"Tmsb15b1",0.270811569981268,-2.25955746550058,0,0.053,1
"Fam199x",0.270811569981268,-1.95075545907898,0,0.053,1
"Rbm41",0.270811569981268,-2.031468332769,0,0.053,1
"Frmpd3",0.270811569981268,-2.8012072968146,0,0.053,1
"Tsc22d3",0.270811569981268,-1.96528815061152,0,0.053,1
"Col4a5",0.270811569981268,-2.25955746550058,0,0.053,1
"Ammecr1",0.270811569981268,-2.0502571215198,0,0.053,1
"Amot",0.270811569981268,-2.00435014987628,0,0.053,1
"Tmem29",0.270811569981268,-1.88580312896472,0,0.053,1
"Phf8",0.270811569981268,-2.19457195479176,0,0.053,1
"Foxr2",0.270811569981268,-1.88580312896472,0,0.053,1
"Gm45022",0.270811569981268,-2.11351332742359,0,0.053,1
"Gm15169",0.270811569981268,-2.12859733495783,0,0.053,1
"Rps6ka3",0.270811569981268,-2.05216232833262,0,0.053,1
"Scml2",0.270811569981268,-1.99526773461788,0,0.053,1
"Rai2",0.270811569981268,-2.47125610309741,0,0.053,1
"Txlng",0.270811569981268,-2.0502571215198,0,0.053,1
"Syap1",0.270811569981268,-2.12859733495783,0,0.053,1
"Siah1b",0.270811569981268,-1.95075545907898,0,0.053,1
"Piga",0.270811569981268,-1.96528815061152,0,0.053,1
"Ofd1",0.270811569981268,-3.00122783487923,0,0.053,1
"2700069I18Rik",0.270811569981268,-2.05216232833262,0,0.053,1
"Hps3",0.270811569981268,-1.88580312896472,0,0.053,1
"Gm43672",0.270811569981268,-2.031468332769,0,0.053,1
"Fndc3b",0.270811569981268,-2.00435014987628,0,0.053,1
"Eif5a2",0.270811569981268,-1.96528815061152,0,0.053,1
"Mynn",0.270811569981268,-2.47373547578502,0,0.053,1
"Prkci",0.270811569981268,-2.47125610309741,0,0.053,1
"Acad9",0.270811569981268,-2.05216232833262,0,0.053,1
"Bbs7",0.270811569981268,-1.95075545907898,0,0.053,1
"Trpc3",0.270811569981268,-1.99526773461788,0,0.053,1
"4932438A13Rik",0.270811569981268,-2.11351332742359,0,0.053,1
"Spry1",0.270811569981268,-1.95075545907898,0,0.053,1
"Plk4",0.270811569981268,-1.96528815061152,0,0.053,1
"Mfsd8",0.270811569981268,-2.05216232833262,0,0.053,1
"Abhd18",0.270811569981268,-2.05068008126523,0,0.053,1
"Pgrmc2",0.270811569981268,-1.88580312896472,0,0.053,1
"Rab33b",0.270811569981268,-2.05068008126523,0,0.053,1
"Gm30074",0.270811569981268,-2.19457195479176,0,0.053,1
"Foxo1",0.270811569981268,-2.0502571215198,0,0.053,1
"Lhfp",0.270811569981268,-2.47373547578502,0,0.053,1
"Wwtr1",0.270811569981268,-2.031468332769,0,0.053,1
"Plch1",0.270811569981268,-2.25955746550058,0,0.053,1
"Lekr1",0.270811569981268,-2.00435014987628,0,0.053,1
"Ptx3",0.270811569981268,-2.0502571215198,0,0.053,1
"Lxn",0.270811569981268,-2.2207325118744,0,0.053,1
"Fnip2",0.270811569981268,-1.96528815061152,0,0.053,1
"Gucy1b1",0.270811569981268,-2.12859733495783,0,0.053,1
"Npy2r",0.270811569981268,-2.11351332742359,0,0.053,1
"Plrg1",0.270811569981268,-1.95075545907898,0,0.053,1
"Glt28d2",0.270811569981268,-2.47125610309741,0,0.053,1
"Isg20l2",0.270811569981268,-2.0502571215198,0,0.053,1
"Slc25a44",0.270811569981268,-2.00435014987628,0,0.053,1
"Ubqln4",0.270811569981268,-2.05068008126523,0,0.053,1
"Gm17146",0.270811569981268,-2.11351332742359,0,0.053,1
"Gm43713",0.270811569981268,-1.95075545907898,0,0.053,1
"Msto1",0.270811569981268,-2.11351332742359,0,0.053,1
"Clk2",0.270811569981268,-2.2207325118744,0,0.053,1
"Gba",0.270811569981268,-2.13353412871759,0,0.053,1
"Chrnb2",0.270811569981268,-2.00435014987628,0,0.053,1
"4632404H12Rik",0.270811569981268,-2.0502571215198,0,0.053,1
"Crtc2",0.270811569981268,-3.1223190691952,0,0.053,1
"4930537H20Rik",0.270811569981268,-2.12859733495783,0,0.053,1
"Ints3",0.270811569981268,-2.0502571215198,0,0.053,1
"Selenbp1",0.270811569981268,-2.0502571215198,0,0.053,1
"Gabpb2",0.270811569981268,-2.05068008126523,0,0.053,1
"Mindy1",0.270811569981268,-1.95075545907898,0,0.053,1
"C920021L13Rik",0.270811569981268,-2.00435014987628,0,0.053,1
"Vps45",0.270811569981268,-2.00435014987628,0,0.053,1
"Pias3",0.270811569981268,-1.88580312896472,0,0.053,1
"Gm31305",0.270811569981268,-2.11351332742359,0,0.053,1
"Wars2",0.270811569981268,-2.25955746550058,0,0.053,1
"Wdr3",0.270811569981268,-2.12859733495783,0,0.053,1
"Nhlh2",0.270811569981268,-2.25955746550058,0,0.053,1
"Tspan2",0.270811569981268,-2.12859733495783,0,0.053,1
"Syt6",0.270811569981268,-2.12859733495783,0,0.053,1
"Ap4b1",0.270811569981268,-1.88580312896472,0,0.053,1
"Magi3",0.270811569981268,-2.2207325118744,0,0.053,1
"Ddx20",0.270811569981268,-2.00435014987628,0,0.053,1
"Gm43848",0.270811569981268,-1.99526773461788,0,0.053,1
"Ovgp1",0.270811569981268,-2.0502571215198,0,0.053,1
"Rbm15",0.270811569981268,-2.68161762778717,0,0.053,1
"Kcnc4",0.270811569981268,-1.99526773461788,0,0.053,1
"Slc6a17",0.270811569981268,-2.19457195479176,0,0.053,1
"Amigo1",0.270811569981268,-2.25955746550058,0,0.053,1
"Vav3",0.270811569981268,-3.1223190691952,0,0.053,1
"Prmt6",0.270811569981268,-2.13353412871759,0,0.053,1
"Cdc14a",0.270811569981268,-2.11351332742359,0,0.053,1
"Dbt",0.270811569981268,-3.2890580621071,0,0.053,1
"Trmt13",0.270811569981268,-2.47125610309741,0,0.053,1
"Slc35a3",0.270811569981268,-2.05216232833262,0,0.053,1
"Gm9916",0.270811569981268,-1.95075545907898,0,0.053,1
"Alg14",0.270811569981268,-2.19457195479176,0,0.053,1
"Arhgap29",0.270811569981268,-2.0502571215198,0,0.053,1
"Sec24d",0.270811569981268,-2.19457195479176,0,0.053,1
"Mettl14",0.270811569981268,-1.96528815061152,0,0.053,1
"Larp7",0.270811569981268,-2.13353412871759,0,0.053,1
"Sec24b",0.270811569981268,-2.12859733495783,0,0.053,1
"Lef1",0.270811569981268,-2.25955746550058,0,0.053,1
"Gm43254",0.270811569981268,-2.12859733495783,0,0.053,1
"Gm43689",0.270811569981268,-2.12859733495783,0,0.053,1
"Bmpr1b",0.270811569981268,-1.95075545907898,0,0.053,1
"A830019L24Rik",0.270811569981268,-3.1223190691952,0,0.053,1
"Odf2l",0.270811569981268,-2.47373547578502,0,0.053,1
"Bcl10",0.270811569981268,-2.12859733495783,0,0.053,1
"Miga1",0.270811569981268,-2.031468332769,0,0.053,1
"Zzz3",0.270811569981268,-2.11351332742359,0,0.053,1
"St6galnac5",0.270811569981268,-2.12859733495783,0,0.053,1
"St6galnac3",0.270811569981268,-1.99526773461788,0,0.053,1
"Acadm",0.270811569981268,-2.00435014987628,0,0.053,1
"Slc44a5",0.270811569981268,-2.00435014987628,0,0.053,1
"Nsmaf",0.270811569981268,-2.0502571215198,0,0.053,1
"Ccne2",0.270811569981268,-2.0502571215198,0,0.053,1
"Rbm12b2",0.270811569981268,-3.1223190691952,0,0.053,1
"Rbm12b1",0.270811569981268,-3.1223190691952,0,0.053,1
"Triqk",0.270811569981268,-2.25955746550058,0,0.053,1
"Calb1",0.270811569981268,-2.12859733495783,0,0.053,1
