"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Sema3c",0.00796728077164171,2.78453637012821,0.263,0.026,1,"1","Sema3c"
"Zkscan1",0.00796728077164171,3.1638599756031,0.263,0.026,1,"1","Zkscan1"
"Tshz3",0.00796728077164171,2.58165465074314,0.263,0.026,1,"1","Tshz3"
"2810004N23Rik",0.00796728077164171,3.04256760363314,0.263,0.026,1,"1","2810004N23Rik"
"Gm45716",0.00796728077164171,2.88366868694223,0.263,0.026,1,"1","Gm45716"
"Slf1",0.00796728077164171,2.42556804106806,0.263,0.026,1,"1","Slf1"
"Dock4",0.00796728077164171,2.40410074635556,0.263,0.026,1,"1","Dock4"
"Fut8",0.00796728077164171,2.3787229663011,0.263,0.026,1,"1","Fut8"
"Alkbh1",0.00796728077164171,2.85599448112346,0.263,0.026,1,"1","Alkbh1"
"March6",0.00796728077164171,2.3863796597288,0.263,0.026,1,"1","March6"
"Nrbp2",0.00796728077164171,3.09372764267306,0.263,0.026,1,"1","Nrbp2"
"Anks3",0.00796728077164171,2.17347168372596,0.263,0.026,1,"1","Anks3"
"Dazap1",0.00796840037558128,0.982236886860638,0.579,0.211,1,"1","Dazap1"
"Sarnp",0.00796840037558128,0.609225352312329,0.579,0.211,1,"1","Sarnp"
"Gtf2b",0.0080824136410766,0.879545426330651,0.316,0.053,1,"1","Gtf2b"
"Rnf34",0.0080824136410766,0.523364212876675,0.316,0.053,1,"1","Rnf34"
"Zdhhc20",0.0080824136410766,2.50321027755166,0.316,0.053,1,"1","Zdhhc20"
"Prkar2a",0.0080824136410766,2.86273331720377,0.316,0.053,1,"1","Prkar2a"
"Slu7",0.0080824136410766,2.64369328451914,0.316,0.053,1,"1","Slu7"
"Ncbp3",0.0080824136410766,1.6377162248961,0.316,0.053,1,"1","Ncbp3"
"Cdk13",0.0080824136410766,1.43949679455874,0.316,0.053,1,"1","Cdk13"
"Timm9",0.0080824136410766,2.04904627457718,0.316,0.053,1,"1","Timm9"
"Cebpz",0.0080824136410766,2.47436128759099,0.316,0.053,1,"1","Cebpz"
"Cops8",0.00809445566993763,1.40972047245256,0.421,0.105,1,"1","Cops8"
"Clk4",0.00809445566993763,1.51517085033669,0.421,0.105,1,"1","Clk4"
"Rbm4b",0.00812360777908266,0.699033077681786,0.579,0.158,1,"1","Rbm4b"
"Itfg1",0.0081873870688202,0.679633256766529,0.526,0.132,1,"1","Itfg1"
"Ssb",0.0082098174071998,0.563508925920465,0.632,0.184,1,"1","Ssb"
"Strap",0.0082098174071998,0.657931214493225,0.632,0.184,1,"1","Strap"
"Usp47",0.00833296208397965,0.346456047500403,0.579,0.184,1,"1","Usp47"
"Stk25",0.0083556764893486,0.464186755682095,0.474,0.105,1,"1","Stk25"
"Cux1",0.00845775920816167,1.38729813243238,0.579,0.211,1,"1","Cux1"
"Mrps21",0.00864037752490459,0.472754036369394,0.579,0.158,1,"1","Mrps21"
"Ythdc1",0.00868133888131651,1.30575484960711,0.421,0.105,1,"1","Ythdc1"
"B4galt3",0.00874987345723222,2.18991287720584,0.263,0.026,1,"1","B4galt3"
"Tbc1d13",0.00874987345723222,1.87403518488581,0.263,0.026,1,"1","Tbc1d13"
"Golga2",0.00874987345723222,1.71190520606611,0.263,0.026,1,"1","Golga2"
"Sestd1",0.00874987345723222,1.65315836771453,0.263,0.026,1,"1","Sestd1"
"Tcp11l1",0.00874987345723222,1.042695330148,0.263,0.026,1,"1","Tcp11l1"
"Trpm7",0.00874987345723222,1.81711321915473,0.263,0.026,1,"1","Trpm7"
"2900093K20Rik",0.00874987345723222,2.29329730692816,0.263,0.026,1,"1","2900093K20Rik"
"Ocrl",0.00874987345723222,2.01729445782351,0.263,0.026,1,"1","Ocrl"
"Ids",0.00874987345723222,1.4993817796197,0.263,0.026,1,"1","Ids"
"Snx16",0.00874987345723222,1.33327989044408,0.263,0.026,1,"1","Snx16"
"Zmat3",0.00874987345723222,1.59015847833366,0.263,0.026,1,"1","Zmat3"
"Lrif1",0.00874987345723222,1.42306784288409,0.263,0.026,1,"1","Lrif1"
"B230334C09Rik",0.00874987345723222,1.78210674542705,0.263,0.026,1,"1","B230334C09Rik"
"Topors",0.00874987345723222,1.55251655359875,0.263,0.026,1,"1","Topors"
"Pomgnt1",0.00874987345723222,1.68203553686801,0.263,0.026,1,"1","Pomgnt1"
"Trit1",0.00874987345723222,1.9582890283892,0.263,0.026,1,"1","Trit1"
"Mad2l2",0.00874987345723222,2.08566429830219,0.263,0.026,1,"1","Mad2l2"
"Pgd",0.00874987345723222,0.49038371255882,0.263,0.026,1,"1","Pgd"
"Noc2l",0.00874987345723222,1.4161968080321,0.263,0.026,1,"1","Noc2l"
"Yes1",0.00874987345723222,1.52781951703624,0.263,0.026,1,"1","Yes1"
"Stim2",0.00874987345723222,2.26349476069839,0.263,0.026,1,"1","Stim2"
"Ugdh",0.00874987345723222,2.43724837582185,0.263,0.026,1,"1","Ugdh"
"Wdfy3",0.00874987345723222,1.71102497574029,0.263,0.026,1,"1","Wdfy3"
"Grk3",0.00874987345723222,0.703430084256374,0.263,0.026,1,"1","Grk3"
"Camkk2",0.00874987345723222,1.95152602520823,0.263,0.026,1,"1","Camkk2"
"Exoc4",0.00874987345723222,2.05851231268358,0.263,0.026,1,"1","Exoc4"
"Slc37a3",0.00874987345723222,1.97857422258616,0.263,0.026,1,"1","Slc37a3"
"Parp11",0.00874987345723222,1.55430252824449,0.263,0.026,1,"1","Parp11"
"Tfpt",0.00874987345723222,2.1213114055999,0.263,0.026,1,"1","Tfpt"
"Paf1",0.00874987345723222,1.58052566133982,0.263,0.026,1,"1","Paf1"
"Kcnc1",0.00874987345723222,1.13409325554844,0.263,0.026,1,"1","Kcnc1"
"Luzp2",0.00874987345723222,1.9343714145215,0.263,0.026,1,"1","Luzp2"
"Tubgcp5",0.00874987345723222,1.52247201356615,0.263,0.026,1,"1","Tubgcp5"
"Man2a2",0.00874987345723222,1.33756009901411,0.263,0.026,1,"1","Man2a2"
"Ric3",0.00874987345723222,0.561101976320849,0.263,0.026,1,"1","Ric3"
"Zfp553",0.00874987345723222,1.96371585615208,0.263,0.026,1,"1","Zfp553"
"Cend1",0.00874987345723222,2.72770430426838,0.263,0.026,1,"1","Cend1"
"Dusp8",0.00874987345723222,0.775570859996537,0.263,0.026,1,"1","Dusp8"
"Shprh",0.00874987345723222,1.6794956884238,0.263,0.026,1,"1","Shprh"
"Hivep2",0.00874987345723222,1.75424987748805,0.263,0.026,1,"1","Hivep2"
"Hk1",0.00874987345723222,0.88017120947772,0.263,0.026,1,"1","Hk1"
"Phyhipl",0.00874987345723222,1.55674977964931,0.263,0.026,1,"1","Phyhipl"
"Uhrf1bp1l",0.00874987345723222,1.54403539944277,0.263,0.026,1,"1","Uhrf1bp1l"
"Zdhhc17",0.00874987345723222,2.07357007280685,0.263,0.026,1,"1","Zdhhc17"
"March9",0.00874987345723222,1.34405201938886,0.263,0.026,1,"1","March9"
"Mbd6",0.00874987345723222,2.0536353144916,0.263,0.026,1,"1","Mbd6"
"Vps4a",0.00874987345723222,1.42696764815356,0.263,0.026,1,"1","Vps4a"
"Nob1",0.00874987345723222,1.63115289127526,0.263,0.026,1,"1","Nob1"
"Zc3h18",0.00874987345723222,1.28314836380281,0.263,0.026,1,"1","Zc3h18"
"Actr8",0.00874987345723222,1.45415123880362,0.263,0.026,1,"1","Actr8"
"Gpr137c",0.00874987345723222,2.26632606628332,0.263,0.026,1,"1","Gpr137c"
"Cdadc1",0.00874987345723222,0.866329957943322,0.263,0.026,1,"1","Cdadc1"
"Birc2",0.00874987345723222,1.8575068913101,0.263,0.026,1,"1","Birc2"
"Usp4",0.00874987345723222,1.9600496267916,0.263,0.026,1,"1","Usp4"
"Cpeb4",0.00874987345723222,1.32235905822563,0.263,0.026,1,"1","Cpeb4"
"Pank3",0.00874987345723222,2.10010227049896,0.263,0.026,1,"1","Pank3"
"2810001G20Rik",0.00874987345723222,1.33056513004298,0.263,0.026,1,"1","2810001G20Rik"
"Rnf167",0.00874987345723222,1.63633981968656,0.263,0.026,1,"1","Rnf167"
"Ap3b1",0.00874987345723222,1.21826488924468,0.263,0.026,1,"1","Ap3b1"
"Btbd7",0.00874987345723222,1.06389397638254,0.263,0.026,1,"1","Btbd7"
"Josd1",0.00874987345723222,2.78475505057828,0.263,0.026,1,"1","Josd1"
"Cyb5r3",0.00874987345723222,2.16291773503358,0.263,0.026,1,"1","Cyb5r3"
"Ttll1",0.00874987345723222,0.518829719840878,0.263,0.026,1,"1","Ttll1"
"Map3k12",0.00874987345723222,2.14159905125958,0.263,0.026,1,"1","Map3k12"
"Senp2",0.00874987345723222,1.99554046049912,0.263,0.026,1,"1","Senp2"
"Jmjd8",0.00874987345723222,0.574596159365155,0.263,0.026,1,"1","Jmjd8"
"Ppm1b",0.00874987345723222,1.32157557693997,0.263,0.026,1,"1","Ppm1b"
"Polr2d",0.00874987345723222,1.98233327571888,0.263,0.026,1,"1","Polr2d"
"Gm14964",0.00874987345723222,2.45749703072419,0.263,0.026,1,"1","Gm14964"
"Rfx3",0.00874987345723222,0.950907430451545,0.263,0.026,1,"1","Rfx3"
"Fra10ac1",0.00874987345723222,1.50006094121719,0.263,0.026,1,"1","Fra10ac1"
"Pdcd11",0.00874987345723222,2.47212070715585,0.263,0.026,1,"1","Pdcd11"
"Elmo2",0.00877803523222108,1.17497674177603,0.316,0.053,1,"1","Elmo2"
"Rsbn1",0.00877803523222108,2.00590569284358,0.316,0.053,1,"1","Rsbn1"
"Rapgef6",0.00877803523222108,2.12952667487848,0.316,0.053,1,"1","Rapgef6"
"Chmp6",0.00877803523222108,1.93035439370568,0.316,0.053,1,"1","Chmp6"
"Hnrnpll",0.00877803523222108,2.04868467093535,0.316,0.053,1,"1","Hnrnpll"
"Rsl24d1",0.00885996870860059,1.64316222390877,0.368,0.079,1,"1","Rsl24d1"
"C2cd5",0.00887405730582141,0.978433811995849,0.526,0.158,1,"1","C2cd5"
"Srek1",0.00892988447707332,0.559354435859879,0.789,0.289,1,"1","Srek1"
"Dctn3",0.00897382149762177,1.17123890881024,0.579,0.211,1,"1","Dctn3"
"Sept3",0.00901741637712053,0.723357882267213,0.737,0.263,1,"1","Sept3"
"Mtpn",0.00904485400095809,1.38093564392517,0.474,0.132,1,"1","Mtpn"
"Fam193b",0.00904485400095809,0.217610512970272,0.474,0.132,1,"1","Fam193b"
"2410015M20Rik",0.00904485400095809,1.54431267563135,0.474,0.132,1,"1","2410015M20Rik"
"Psmd1",0.00918633503211799,0.353284915431821,0.579,0.158,1,"1","Psmd1"
"Trim35",0.00918633503211799,0.275100193293138,0.579,0.158,1,"1","Trim35"
"Eid1",0.00930419131355976,0.262915943744538,0.842,0.289,1,"1","Eid1"
"N4bp2l2",0.00930596348937118,0.939476337317608,0.421,0.105,1,"1","N4bp2l2"
"Tmem160",0.00930596348937118,1.57653381287836,0.421,0.105,1,"1","Tmem160"
"Carmil3",0.00930596348937118,1.21044655548274,0.421,0.105,1,"1","Carmil3"
"Zmynd11",0.00930781332891864,0.487443493352809,0.526,0.132,1,"1","Zmynd11"
"Arpc3",0.00942617116972734,0.520047541239414,0.737,0.316,1,"1","Arpc3"
"Psap",0.00951149319097353,0.358398408880289,0.684,0.211,1,"1","Psap"
"Rbmx2",0.00952666874429245,2.56338082962794,0.316,0.053,1,"1","Rbmx2"
"Aph1a",0.00952666874429245,2.27631393137758,0.316,0.053,1,"1","Aph1a"
"Fndc4",0.00952666874429245,2.69239491610135,0.316,0.053,1,"1","Fndc4"
"Tub",0.00952666874429245,1.85736745996163,0.316,0.053,1,"1","Tub"
"Dhps",0.00952666874429245,1.48605284696271,0.316,0.053,1,"1","Dhps"
"Prmt7",0.00952666874429245,2.30806437475856,0.316,0.053,1,"1","Prmt7"
"Hmg20a",0.00952666874429245,1.66078064713187,0.316,0.053,1,"1","Hmg20a"
"Acaca",0.00952666874429245,1.46250930491543,0.316,0.053,1,"1","Acaca"
"Proser1",0.00954544718033125,1.63182991552723,0.368,0.079,1,"1","Proser1"
"Neo1",0.00954544718033125,1.72474631198833,0.368,0.079,1,"1","Neo1"
"Txndc15",0.00954544718033125,1.71861294679741,0.368,0.079,1,"1","Txndc15"
"Hnrnpa1",0.00955437752625319,0.795798347412247,0.842,0.421,1,"1","Hnrnpa1"
"Zranb2",0.00965496540016282,1.4050849967295,0.474,0.132,1,"1","Zranb2"
"R3hdm2",0.00965496540016282,0.907629377869857,0.474,0.132,1,"1","R3hdm2"
"Satb1",0.00965496540016282,1.425388062481,0.474,0.132,1,"1","Satb1"
"Ppp2r1a",0.00976226887031314,0.340472727213636,0.684,0.263,1,"1","Ppp2r1a"
"Rab11b",0.00976226887031314,0.513247077566714,0.684,0.263,1,"1","Rab11b"
"Zfp644",0.00991776973989178,0.172907721038201,0.526,0.132,1,"1","Zfp644"
"Ccar1",0.00994546120114397,0.609512552603611,0.789,0.289,1,"1","Ccar1"
"Gapvd1",0.00997038171935435,1.25621476475753,0.421,0.105,1,"1","Gapvd1"
"Snx27",0.00997038171935435,1.56011367609885,0.421,0.105,1,"1","Snx27"
"Fam60a",0.00997038171935435,0.796762915463255,0.421,0.105,1,"1","Fam60a"
"Isca2",0.00997038171935435,1.22637383834353,0.421,0.105,1,"1","Isca2"
"Pdia3",0.00997546931543865,0.214487719017584,0.579,0.184,1,"1","Pdia3"
"Ccnd2",4.11280588940398e-07,4.90476560871885,0.615,0.023,0.0127714961283662,"2","Ccnd2"
"Dhfr",2.66808355243437e-06,6.59920157894062,0.462,0,0.0828519985537446,"2","Dhfr"
"Srsf6",6.09477089591337e-06,1.92489598614333,0.923,0.227,0.189260920630798,"2","Srsf6"
"Gm29260",2.19639608215429e-05,6.48077900009073,0.385,0,0.682046875391371,"2","Gm29260"
"Rgma",2.19639608215429e-05,6.60515578819022,0.385,0,0.682046875391371,"2","Rgma"
"Ctdsp2",2.19639608215429e-05,6.51642474747608,0.385,0,0.682046875391371,"2","Ctdsp2"
"Spc24",2.19639608215429e-05,6.51731792541331,0.385,0,0.682046875391371,"2","Spc24"
"Pde1b",2.19639608215429e-05,6.69023487775947,0.385,0,0.682046875391371,"2","Pde1b"
"Ak3",2.19639608215429e-05,6.49733637298809,0.385,0,0.682046875391371,"2","Ak3"
"Mfge8",2.63541843623554e-05,5.55354678551151,0.462,0.023,0.818376487004222,"2","Mfge8"
"Tead2",3.38938719455636e-05,4.34117350912807,0.538,0.068,1,"2","Tead2"
"Ddah1",3.53156255857227e-05,3.99657049143104,0.462,0.023,1,"2","Ddah1"
"Rlbp1",3.84000013350378e-05,4.63287671157241,0.538,0.068,1,"2","Rlbp1"
"Zbtb8os",4.71234487229522e-05,3.19388090870214,0.462,0.023,1,"2","Zbtb8os"
"Dbi",5.16084154575433e-05,2.29330483237438,0.769,0.182,1,"2","Dbi"
"Plekho1",6.27708859614896e-05,3.73888375944927,0.538,0.068,1,"2","Plekho1"
"Atp13a1",7.08373979578857e-05,3.53705642561942,0.538,0.068,1,"2","Atp13a1"
"Lztr1",0.000100712359759095,4.39521805008354,0.462,0.045,1,"2","Lztr1"
"Ckb",0.000110833501605199,2.15128433372864,0.846,0.477,1,"2","Ckb"
"Dtymk",0.000136852042093129,2.93020061146583,0.615,0.136,1,"2","Dtymk"
"E2f1",0.000171571746215189,6.3665807708151,0.308,0,1,"2","E2f1"
"Intu",0.000171571746215189,6.47883214289491,0.308,0,1,"2","Intu"
"Melk",0.000171571746215189,5.2956557754647,0.308,0,1,"2","Melk"
"Rgcc",0.000171571746215189,6.66901091351515,0.308,0,1,"2","Rgcc"
"Sox21",0.000171571746215189,5.80902432911893,0.308,0,1,"2","Sox21"
"Trip13",0.000171571746215189,5.35394085024299,0.308,0,1,"2","Trip13"
"Egln3",0.000171571746215189,5.6137937565123,0.308,0,1,"2","Egln3"
"Celsr1",0.000171571746215189,6.81360329460712,0.308,0,1,"2","Celsr1"
"Mlc1",0.000171571746215189,6.70269886401314,0.308,0,1,"2","Mlc1"
"Sox8",0.000171571746215189,6.51106945913616,0.308,0,1,"2","Sox8"
"Sall3",0.000171571746215189,6.99461999534012,0.308,0,1,"2","Sall3"
"Cacul1",0.000171571746215189,6.13077496781478,0.308,0,1,"2","Cacul1"
"Dcakd",0.000177168751901141,3.18406397135411,0.692,0.182,1,"2","Dcakd"
"Stk16",0.000183197552218046,3.07786811557753,0.538,0.091,1,"2","Stk16"
"Prom1",0.000190808467947553,5.06418789200324,0.385,0.023,1,"2","Prom1"
"Creb5",0.000190808467947553,5.93690880947947,0.385,0.023,1,"2","Creb5"
"Cep164",0.000190808467947553,5.36710522159503,0.385,0.023,1,"2","Cep164"
"Hmgb2",0.000198892696868571,1.12636864890493,0.769,0.273,1,"2","Hmgb2"
"Ppig",0.000203299674113204,2.66417627551724,0.692,0.25,1,"2","Ppig"
"Vim",0.000208866604117521,2.24996447870972,0.692,0.159,1,"2","Vim"
"Mdk",0.000234010425749293,1.76509606155516,0.692,0.205,1,"2","Mdk"
"Trim28",0.000240756241915721,1.98492527116371,0.769,0.25,1,"2","Trim28"
"Asrgl1",0.000252727268659471,3.65401625566212,0.385,0.023,1,"2","Asrgl1"
"Atr",0.000253896960982837,2.92002406895013,0.538,0.091,1,"2","Atr"
"Hat1",0.000290330767457004,3.29632356451011,0.385,0.023,1,"2","Hat1"
"Higd1a",0.000354527228973538,2.05530987916069,0.538,0.068,1,"2","Higd1a"
"Psd3",0.000406890267752027,3.46259930747129,0.462,0.068,1,"2","Psd3"
"Pmm1",0.00060640122615674,2.79736371815209,0.538,0.114,1,"2","Pmm1"
"Nsd1",0.000633824957725497,1.83208939174848,0.769,0.273,1,"2","Nsd1"
"Chchd3",0.000636126786292952,3.29453492760547,0.462,0.068,1,"2","Chchd3"
"Pea15a",0.000668818442742372,2.88018463484211,0.538,0.114,1,"2","Pea15a"
"Thyn1",0.000709810341380866,2.04691059257972,0.462,0.068,1,"2","Thyn1"
"Fabp7",0.000769269364148685,3.1387370809545,0.615,0.159,1,"2","Fabp7"
"Cbx5",0.000790164372429916,2.20276715792835,0.692,0.205,1,"2","Cbx5"
"Cep192",0.000801442534110517,4.24661252518122,0.385,0.045,1,"2","Cep192"
"Mir9-3hg",0.000893734181246144,2.37904290696571,0.538,0.114,1,"2","Mir9-3hg"
"Ptbp1",0.000903598695111454,3.30560644867252,0.385,0.045,1,"2","Ptbp1"
"Mib1",0.000903598695111454,3.56292227153236,0.385,0.045,1,"2","Mib1"
"Polr2f",0.000922112955984047,2.18027000749236,0.692,0.25,1,"2","Polr2f"
"Cul1",0.000966714257005565,2.52087210849541,0.615,0.182,1,"2","Cul1"
"Dlst",0.000983092349440069,2.31322402499249,0.538,0.114,1,"2","Dlst"
"Uchl5",0.00109112315400894,1.65601693029392,0.462,0.068,1,"2","Uchl5"
"Sap18",0.00109304315599345,1.50352341129345,0.615,0.159,1,"2","Sap18"
"Camk2d",0.00114504309813933,4.09072647490289,0.385,0.045,1,"2","Camk2d"
"Birc5",0.00114504309813933,3.2228410658042,0.385,0.045,1,"2","Birc5"
"Ccdc34",0.0011458056488944,2.42791535326776,0.615,0.182,1,"2","Ccdc34"
"Tgif2",0.00129601991987251,5.35297434860657,0.308,0.023,1,"2","Tgif2"
"Ints6l",0.00129601991987251,5.05985017744241,0.308,0.023,1,"2","Ints6l"
"Uspl1",0.00129601991987251,4.22783597009445,0.308,0.023,1,"2","Uspl1"
"Scrn1",0.00129601991987251,5.19509559076626,0.308,0.023,1,"2","Scrn1"
"Otud4",0.00129601991987251,4.18313982446731,0.308,0.023,1,"2","Otud4"
"Nap1l1",0.00130737391650537,1.81922635597892,0.769,0.409,1,"2","Nap1l1"
"Smc2",0.00144496515041444,1.99191932222257,0.385,0.045,1,"2","Smc2"
"Nde1",0.00144496515041444,1.19641893844351,0.385,0.045,1,"2","Nde1"
"Orc2",0.00148242444530769,3.7124545847716,0.308,0.023,1,"2","Orc2"
"Ubqln4",0.00148242444530769,4.2762309810854,0.308,0.023,1,"2","Ubqln4"
"Kdm3a",0.00148242444530769,4.43503989604358,0.308,0.023,1,"2","Kdm3a"
"Bcar1",0.00148242444530769,4.03314712004854,0.308,0.023,1,"2","Bcar1"
"Fam149b",0.00148242444530769,4.77325085648479,0.308,0.023,1,"2","Fam149b"
"Pbk",0.00148242444530769,4.51750302522204,0.308,0.023,1,"2","Pbk"
"Zeb1",0.00148242444530769,5.96854744970061,0.308,0.023,1,"2","Zeb1"
"Pnrc1",0.0015235625847442,3.00281045678567,0.462,0.091,1,"2","Pnrc1"
"Fubp11",0.00158958803379206,1.46004762083259,0.923,0.5,1,"2","Fubp1"
"Tor1aip1",0.00162067987418521,2.00012484089617,0.385,0.045,1,"2","Tor1aip1"
"Pax6",0.00162067987418521,2.54471004931983,0.385,0.045,1,"2","Pax6"
"Aldoc",0.00168102932655069,2.80663810751541,0.462,0.091,1,"2","Aldoc"
"Odf2l",0.00169326002200322,3.69975788687827,0.308,0.023,1,"2","Odf2l"
"Prkag1",0.00169326002200322,3.74913545849335,0.308,0.023,1,"2","Prkag1"
"Gfer",0.00169326002200322,3.79710105194441,0.308,0.023,1,"2","Gfer"
"Slc35b2",0.00169326002200322,3.57720637226784,0.308,0.023,1,"2","Slc35b2"
"Ss18",0.00169326002200322,3.39792330752618,0.308,0.023,1,"2","Ss18"
"Timm21",0.00169326002200322,3.76431254576952,0.308,0.023,1,"2","Timm21"
"Bub3",0.00172379604259399,2.75814551415596,0.538,0.159,1,"2","Bub3"
"Dvl1",0.00181587428282121,2.31504845926969,0.385,0.045,1,"2","Dvl1"
"Ctbp2",0.00185334607389987,2.74739940265636,0.462,0.091,1,"2","Ctbp2"
"Rpl4",0.00186305148450372,1.22305172434562,0.923,0.614,1,"2","Rpl4"
"Ccna2",0.00193137080037301,3.25511414568293,0.308,0.023,1,"2","Ccna2"
"Cdk6",0.00193137080037301,3.77170053307691,0.308,0.023,1,"2","Cdk6"
"Tatdn2",0.00193137080037301,3.50315424079082,0.308,0.023,1,"2","Tatdn2"
"Haus4",0.00193137080037301,3.80830293803034,0.308,0.023,1,"2","Haus4"
"Secisbp2",0.00193137080037301,2.76375000035323,0.308,0.023,1,"2","Secisbp2"
"Wnk1",0.00198521412182535,2.49430240941534,0.538,0.136,1,"2","Wnk1"
"Tk1",0.00203246678860103,1.64078415984516,0.385,0.045,1,"2","Tk1"
"Psme4",0.00204175813676412,2.70692425890184,0.462,0.091,1,"2","Psme4"
"Ppp1r1a",0.00213944179061382,3.56823431451554,0.385,0.068,1,"2","Ppp1r1a"
"Cenpf",0.00219988170471632,2.43710445837434,0.308,0.023,1,"2","Cenpf"
"Aurka",0.00219988170471632,2.02905363503915,0.308,0.023,1,"2","Aurka"
"Cyr61",0.00219988170471632,2.66389113100685,0.308,0.023,1,"2","Cyr61"
"Pgm2",0.00219988170471632,2.82811095375599,0.308,0.023,1,"2","Pgm2"
"Cdk2",0.00219988170471632,2.58853493611944,0.308,0.023,1,"2","Cdk2"
"Shcbp1",0.00219988170471632,2.1251891791655,0.308,0.023,1,"2","Shcbp1"
"Mdp1",0.00219988170471632,2.31447330777747,0.308,0.023,1,"2","Mdp1"
"Sf3a1",0.00219988170471632,2.09467023312406,0.308,0.023,1,"2","Sf3a1"
"Aurkb",0.00219988170471632,2.08512305176616,0.308,0.023,1,"2","Aurkb"
"Acot13",0.00219988170471632,1.67720039015267,0.308,0.023,1,"2","Acot13"
"Tdp2",0.00219988170471632,2.8867791540033,0.308,0.023,1,"2","Tdp2"
"Ssu72",0.00221310331508642,1.68157258390764,0.615,0.182,1,"2","Ssu72"
"Tcea1",0.00224759942454517,2.01268615605926,0.462,0.091,1,"2","Tcea1"
"Gnai2",0.00232268492055788,1.6904354618555,0.692,0.25,1,"2","Gnai2"
"Rpl21",0.00241367356094086,0.813321058802253,1,0.909,1,"2","Rpl21"
"Gigyf1",0.00242511037031454,1.5628337720886,0.615,0.205,1,"2","Gigyf1"
"Tmem30a",0.00247229723751137,2.33915584405906,0.462,0.091,1,"2","Tmem30a"
"Ndrg2",0.00292326899489867,3.62181233548138,0.385,0.068,1,"2","Ndrg2"
"Gadd45g",0.00292326899489867,3.61863685477567,0.385,0.068,1,"2","Gadd45g"
"Nt5dc2",0.00298446818609168,2.05793747138126,0.462,0.091,1,"2","Nt5dc2"
"Gm3764",0.00301587553854131,2.49290585465092,0.692,0.364,1,"2","Gm3764"
"Prrc2a",0.00303633804646984,1.41231168555293,0.615,0.182,1,"2","Prrc2a"
"Adipor2",0.00323785826835116,3.0520369872617,0.385,0.068,1,"2","Adipor2"
"Rai14",0.00323785826835116,3.3027118033774,0.385,0.068,1,"2","Rai14"
"H2afx",0.00327530764452754,0.805710384321509,0.462,0.091,1,"2","H2afx"
"U2surp",0.00328175532682132,1.88579006621279,0.615,0.182,1,"2","U2surp"
"Naa50",0.00331225990813054,1.37556379956857,0.538,0.136,1,"2","Naa50"
"Sec63",0.00342648102624475,2.71095018276328,0.462,0.114,1,"2","Sec63"
"Id4",0.00342648102624475,2.45863930101017,0.462,0.114,1,"2","Id4"
"Cxxc5",0.00358300504439388,2.49515264113318,0.385,0.068,1,"2","Cxxc5"
"Ggnbp2",0.00364280848535254,2.37232773660859,0.538,0.159,1,"2","Ggnbp2"
"Kin",0.00396130225973704,1.68390458296481,0.385,0.068,1,"2","Kin"
"Tox3",0.00396130225973704,2.64053690012491,0.385,0.068,1,"2","Tox3"
"Ezr",0.00396130225973704,2.63585574623064,0.385,0.068,1,"2","Ezr"
"Tmpo",0.00398849745041236,1.67692944979178,0.615,0.25,1,"2","Tmpo"
"Pak2",0.00408634995899322,2.79518300449996,0.462,0.114,1,"2","Pak2"
"Btg2",0.00437552303821798,3.4719234916768,0.385,0.068,1,"2","Btg2"
"Neurog2",0.00437552303821798,2.69113709498338,0.385,0.068,1,"2","Neurog2"
"Top2a",0.00437552303821798,2.26823232820308,0.385,0.068,1,"2","Top2a"
"Lage3",0.00448716902459682,2.86156465043605,0.462,0.136,1,"2","Lage3"
"Cfdp1",0.00471801811001997,1.54514085862364,0.615,0.227,1,"2","Cfdp1"
"Csmd2",0.00506883529274034,4.10025319852147,0.308,0.045,1,"2","Csmd2"
"1810043G02Rik",0.00506883529274034,3.61633153889277,0.308,0.045,1,"2","1810043G02Rik"
"Lrrc1",0.00506883529274034,3.36916037548728,0.308,0.045,1,"2","Lrrc1"
"Ndufc2",0.00513599526263575,0.827186798549571,0.769,0.386,1,"2","Ndufc2"
"Gas1",0.00532378018441203,2.2043094013393,0.385,0.068,1,"2","Gas1"
"Cfap20",0.00557934511132597,3.12885597274508,0.385,0.091,1,"2","Cfap20"
"Unk",0.00557934511132597,3.57493537604365,0.385,0.091,1,"2","Unk"
"Lima1",0.00563134813069318,1.1498895240616,0.462,0.091,1,"2","Lima1"
"Ppox",0.00565879229254702,4.47966840816561,0.308,0.045,1,"2","Ppox"
"Arl6ip4",0.00565879229254702,3.56295686241658,0.308,0.045,1,"2","Arl6ip4"
"Tomm70a",0.00565879229254702,3.61169244736913,0.308,0.045,1,"2","Tomm70a"
"Hdhd2",0.00565879229254702,3.10756176023496,0.308,0.045,1,"2","Hdhd2"
"Pcnx3",0.00565879229254702,3.5346241706622,0.308,0.045,1,"2","Pcnx3"
"Smndc1",0.00565879229254702,3.20430951243973,0.308,0.045,1,"2","Smndc1"
"Cks2",0.00586434100484899,1.34366508732491,0.385,0.068,1,"2","Cks2"
"Cenpm",0.00586434100484899,1.7950957940849,0.385,0.068,1,"2","Cenpm"
"Nktr",0.00598820997150036,1.91357713302082,0.615,0.295,1,"2","Nktr"
"Pnisr",0.00601546293494147,1.96761501834592,0.692,0.409,1,"2","Pnisr"
